Author,Avg Utilization (Billed Only),
Authorization Code,Avg. Selling Price List Rate,
Authorization URI,Avoid recent years.,
Authorization error for {}.,Avoid sequences like abc or 6543 as they are easy to guess,
Authorize API Access,Avoid years that are associated with you.,
Authorize API Indexing  Access,Awaiting Password,
Authorize Google Calendar Access,Awaiting Response,
Authorize Google Contacts Access,Awaiting password,
Authorize Google Drive Access,Awesome Work,
Authorize URL,Awesome now try making an entry yourself,
Authorized,B,
Authors,B0,
Authors / Maintainers,B1,
Auto,B10,
Auto Email Report,BFS,
Auto Name,BOM Created,
Auto Repeat,BOM Item,
Auto Repeat Day,BOM Level,
Auto Repeat Day{0} {1} has been repeated.,BOM No,
Auto Repeat Document Creation Failed,BOM No. for a Finished Good Item,
Auto Repeat Schedule,BOM Operation,
Auto Repeat created for this document,BOM Operations Time,
Auto Repeat failed for {0},BOM Qty,
Auto Reply,BOM Rate,
Auto Reply Message,BOM Scrap Item,
Auto assignment failed: {0},BOM Tree,
Auto follow documents that are assigned to you,BOM Update Batch,
Auto follow documents that are shared with you,BOM Update Initiated,
Auto follow documents that you Like,BOM Update Log,
Auto follow documents that you comment on,BOM Update Tool,
Auto follow documents that you create,BOM Update Tool Log with job status maintained,
Auto repeat failed. Please enable auto repeat after fixing the issues.,BOM Website Item,
Autocomplete,BOM and Manufacturing Quantity are required,
Autoincrement,BOM and Production,
Automated Message,BOM recursion: {0} cannot be child of {1},
Automatic,BOM recursion: {1} cannot be parent or child of {0},
Automatic Linking can be activated only for one Email Account.,BOM {0} does not belong to Item {1},
Automatic Linking can be activated only if Incoming is enabled.,BOM {0} must be active,
Automatically Assign Documents to Users,BOMs Updated,
Automatically applied a filter for recent data. You can disable this behavior from the list view settings.,Back,
Automatically delete account within (hours),Back to Desk,
Automation,Backdated Stock Entry,
Avatar,Balance,
Average,Balance (Dr - Cr),
Average of {0},Balance Stock Qty,
Avoid dates and years that are associated with you.,Bank/Cash Account,
Avoid recent years.,Bank/Cash Account {0} doesn't belong to company {1},
Avoid sequences like abc or 6543 as they are easy to guess,Banker's Rounding,
Avoid years that are associated with you.,Banker's Rounding (legacy),
Awaiting Password,Banking,
Awaiting password,Banner HTML,
Awesome Work,Banner Image,
"Awesome, now try making an entry yourself",Banner is above the Top Menu Bar.,
B,Batch No {0} is linked with Item {1} which has serial no. Please scan serial no instead.,Number system
B0,Batch Nos,
B1,Batch Nos are created successfully,
B10,Batch Not Available for Return,
B2,Batch Number Series,
B3,Batch Qty,
B4,Batch Quantity,
B5,Batch Size,
B6,Batch UOM,
B7,Batch and Serial No,
B8,Batch not created for item {} since it does not have a batch series.,
B9,Batch {0} and Warehouse,
BCC,Batch {0} is not available in warehouse {1},
Back,Billing Details,
Back to Desk,Billing Email,
Back to Home,Billing Hours,
Back to Login,Billing Interval,
Background Color,Billing currency must be equal to either default company's currency or party account currency,
Background Image,Bimonthly,
Background Jobs,Bin,
Background Jobs Check,Binary Logging,
Background Jobs Queue,Bio,
Background Print (required for >25 documents),Bio / Cover Letter,
Background Workers,Birth Date,
Backing up Data.,Birthday Reminder,
Backing up to Google Drive.,Birthday Reminder 🎂,
Backup Details,Birthdays,
Backup Encryption Key,Bisect Accounting Statements,
Backup Files,Bisect Left,
Backup Folder ID,Bisect Nodes,
Backup Folder Name,Bisect Right,
Backup Frequency,Bisecting From,
Backup Path,Bisecting Left ...,
Backup job is already queued. You will receive an email with the download link,Bisecting Right ...,
Backup public and private files along with the database.,Bisecting To,
Backups,Black,
Backups (MB),Blank Template,
Bad Cron Expression,Blanket Order,
Banker's Rounding,Brand Image,
Banker's Rounding (legacy),Brand Logo,
Banner,Breadcrumbs,
Banner HTML,Breakdown,
Banner Image,Browse BOM,
Banner is above the Top Menu Bar.,Browse by category,
Bar,Browser,
Barcode,Browser Version,
Base Distinguished Name (DN),Budget Exceeded,
Base URL,Build Tree,
Based On,Build {0},
Based on Field,Bulk Delete,
Based on Permissions For User,Bulk Edit,
Basic,Bulk Operation Failed,
Basic Info,Bulk Salary Structure Assignment,
Before,Bypass restricted IP Address check If Two Factor Auth Enabled,
Before Cancel,C5E,
Before Delete,CANCELLED,
Before Discard,CBAL-.,
Before Insert,CRM,
Before Print,CRM Note,
Before Rename,CRM Settings,
Before Save,CRM-LEAD-.YYYY.-,
Before Save (Submitted Document),CRM-OPP-.YYYY.,
Before Submit,CSS selector for the element you want to highlight.,
Before Validate,CSV,
Beginner,CUST-.YYYY.-,
Beginning with,Cache,
Beta,Calculate Estimated Arrival Times,
Better add a few more letters or another word,Calculate Final Score based on Formula,
Between,Calculate Gratuity Amount Based On,
Billing,Call Connected,
Billing Contact,Call Received By,
Binary Logging,Campaign Item,
Bio,Campaign Name,
Birth Date,Campaign Schedules,
Blank Template,Cannot rename as column {0} is already present on DocType.,
Block Module,Cancel All,
Block Modules,Cancel All Documents,
Blocked,Cancel Material Visit {0} before cancelling this Warranty Claim,
Blog,Cancel Material Visits {0} before cancelling this Maintenance Visit,
Blog Category,Cancel Scheduling,
Blog Intro,Cancel Subscription,
Blog Introduction,Cancel Subscription After Grace Period,
Blog Post,Cancel {0} documents?,
Blog Settings,Cancellation Date,
Blog Title,Cancellation Queued,
Blogger,Cancelled,
Blue,Cancelling,
Bold,Cannot Download Report due to insufficient permissions,
Bot,Cannot cancel as processing of cancelled documents is pending.,
Both DocType and Name required,Cannot cancel before submitting while transitioning from <b>{0} State</b> to <b>{1} State</b>,
Both login and password required,Cannot cancel transaction for Completed Work Order.,
Bottom,Cannot change Attributes after stock transaction. Make a new Item and transfer stock to the new Item,
Bottom Center,Cannot change Fiscal Year Start Date and Fiscal Year End Date once the Fiscal Year is saved.,
Bottom Left,Cannot change Reference Document Type.,
Bottom Right,Cannot change Service Stop Date for item in row {0},
Bounced,Cannot change Variant properties after stock transaction. You will have to make a new Item to do this.,
Brand,Cannot change state of Cancelled Document <b>({0} State)</b>,
Brand HTML,Cannot change to/from autoincrement autoname in Customize Form,
Brand Image,Cannot complete task {0} as its dependant task {1} are not completed / cancelled.,
Brand Logo,Cannot convert Cost Center to ledger as it has child nodes,
Breadcrumbs,Cannot convert to Group because Account Type is selected.,
Browse by category,Cannot create Salary Slip for Employee who has left before Payroll Period,
Browser,Cannot create Stock Reservation Entries for future dated Purchase Receipts.,
Browser Version,Cannot create a pick list for Sales Order {0} because it has reserved stock. Please unreserve the stock in order to create a pick list.,
Browser not supported,Cannot create a {0} against a child document: {1},
Brute Force Security,Cannot create accounting entries against disabled accounts: {0},
Bucket Name,Cannot create or change transactions against an Appraisal Cycle with status {0}.,
Bucket {0} not found.,Cannot create private workspace of other users,
Bufferpool Size,Cannot delete system generated field <strong>{0}</strong>. You can hide it instead.,
Build {0},Cannot edit Standard Dashboards,
Built on {0},Cannot edit a standard report. Please duplicate and create a new report,
Bulk Actions,Cannot edit cancelled document,
Bulk Delete,Cannot edit filters for standard number cards,
Bulk Edit,Cannot edit standard fields,
Bulk Edit {0},Cannot enable {0} for a non-submittable doctype,
Bulk Operation Failed,Cannot ensure delivery by Serial No as Item {0} is added with and without Ensure Delivery by Serial No.,
Bulk Operation Successful,Cannot find Item with this Barcode,
Bulk PDF Export,Cannot find a default warehouse for item {0}. Please set one in the Item Master or in Stock Settings.,
Bulk Update,Cannot link cancelled document: {0},
Bulk approval only support up to 500 documents.,Cannot make any transactions until the deletion job is completed,
Bulk operation is enqueued in background.,Cannot map because the following condition fails:,
Bulk operations only support up to 500 documents.,Cannot mark attendance for an inactive employee {0},
Bulk {0} is enqueued in background.,Cannot match column {0} with any field,
Button,Cannot produce more item for {0},
Button Gradients,Cannot produce more than {0} items for {1},
Button Rounded Corners,Cannot receive from customer against negative outstanding,
Button Shadows,Cannot refer row number greater than or equal to the current row number for this Charge type,
"By ""Naming Series"" field",Cannot set quantity less than received quantity,
"By default the title is used as meta title, adding a value here will override it.",Cannot set the field <b>{0}</b> for copying in variants,
"By default, emails are only sent for failed backups.",Cannot share {0} with submit permission as the doctype {1} is not submittable,
By fieldname,Cannot update allocation for {0} after submission,
By script,Cannot update status of Goal groups,
Bypass Restricted IP Address Check If Two Factor Auth Enabled,Cannot use sub-query in order by,
Bypass Two Factor Auth for users who login from restricted IP Address,Cannot use {0} in order/group by,
Bypass restricted IP Address check If Two Factor Auth Enabled,Cannot {0} {1}.,
C5E,Canonical URI,
CANCELLED,Capacity,
CC,Capacity Planning,
CMD,Capacity Planning For (Days),
COLOR PICKER,Capital Stock,
CSS,Capitalize Repair Cost,
CSS Class,Capitalized,
CSS selector for the element you want to highlight.,Capture,
CSV,Card,
CTA Label,Card Break,
CTA URL,Card Details,
Cache,Carrier,
Cache Cleared,Carrier Service,
Calculate,Carry Forward,
Calendar,Cash/Bank Account,
Calendar Name,Cashier Closing,
Calendar View,Cashier Closing Payments,
Call,Catch All,
Call To Action,Certificate Limit,
Call To Action URL,Certificate No,
Call to Action,Chain Integrity,
Callback Message,Change,
Callback Title,Change Amount,
Camera,Change Label (via Custom Translation),
Campaign,Change Letter Head,
Campaign Description (Optional),Change Password,
Can Read,Change this date manually to set up the next synchronisation start date,
Can Share,Changed at,
Can Submit,Changed by,
Can Write,Changed customer name to '{}' as '{}' already exists.,
Can not rename as column {0} is already present on DocType.,Channel Partner,
Can only change to/from Autoincrement naming rule when there is no data in the doctype,Charge of type 'Actual' in row {0} cannot be included in Item Rate or Paid Amount,
Can only list down the document types which has been linked to the User document type.,Chargeable,
Can't follow since changes are not tracked.,Chart,
Can't rename {0} to {1} because {0} doesn't exist.,Chart Configuration,
